tiempo,posicion_robot[Y],velocidad_robot[Y],velocidad_ruedas,fuerza_ruedas
0.00020003318786621094,0.0,0.0,11.25,75
0.0045893192291259766,0.0003035715360031016,0.07285716864074439,11.25,75
0.008723735809326172,0.0009702446793783142,0.16000155441005104,11.25,75
0.012706995010375977,0.0018124421152667185,0.202127384613217,11.25,75
0.022670507431030273,0.0038834180507538165,0.2813663007111548,11.25,75
0.02524423599243164,0.005273644798353878,0.33365441942401475,11.25,75
0.029438495635986328,0.0068278258644164334,0.37300345585501327,11.25,75
0.03722691535949707,0.008495538726378822,0.4002510868709732,11.25,75
0.037714242935180664,0.010466451608591096,0.4730190917309459,11.25,75
0.04187583923339844,0.012716185420018343,0.5399361147425391,11.25,75
0.04603219032287598,0.015178491153436842,0.5909533760204398,11.25,75
0.05332779884338379,0.01778976547889322,0.6267058381095303,11.25,75
0.05436086654663086,0.02050013436518883,0.6504885327109466,11.25,75
0.05854320526123047,0.02351413107521901,0.723359210407243,11.25,75
0.0626981258392334,0.026791590878179363,0.7865903527104847,11.25,75
0.07019543647766113,0.030391267037533722,0.8639222782450459,11.25,75
0.07103300094604492,0.034114558696695364,0.8935899981987938,11.25,75
0.07522964477539062,0.03814781765739537,0.9679821505680003,11.25,75
0.07936859130859375,0.04244173642506249,1.0305405042401101,11.25,75
0.08775901794433594,0.051779812677906954,1.1348919118982048,11.25,75
0.09189105033874512,0.05656327224712548,1.1480302966124456,11.25,75
0.09607219696044922,0.061616908273927136,1.2128726464323976,11.25,75
0.10367369651794434,0.0668757221065509,1.262115319829704,11.25,75
0.10437488555908203,0.07239383230184067,1.3243464468695425,11.25,75
0.10853028297424316,0.07798646866665201,1.342232727554722,11.25,75
0.1127316951751709,0.0838568549776021,1.4088927146280228,11.25,75
0.12020230293273926,0.08994096477769277,1.4601863520217608,11.25,75
0.12104249000549316,0.09630163988876697,1.526562026657808,11.25,75
0.12523365020751953,0.10280812507584622,1.56155644489902,11.25,75
0.12934494018554688,0.10933891319317363,1.567389148158577,11.25,75
0.13743114471435547,0.1161099398807867,1.6250464050271374,11.25,75
0.1377124786376953,0.1230621276432528,1.6685250629918655,11.25,75
0.14189839363098145,0.13014060773732247,1.6988352225767172,11.25,75
0.1460433006286621,0.1373569208783694,1.7319151538512645,11.25,75
0.1531505584716797,0.14461260175485535,1.7413634103566302,11.25,75
0.15439629554748535,0.15211632325251057,1.800893159437249,11.25,75
0.1586003303527832,0.15980921680460428,1.8462944525024874,11.25,75
0.16276216506958008,0.16763637068679232,1.878516931725133,11.25,75
0.17119812965393066,0.18372902505257338,1.963646994770874,11.25,75
0.17545819282531738,0.19193447782577602,1.969308665568633,11.25,75
0.17951512336730957,0.20014817317323594,1.971286883390379,11.25,75
0.18656682968139648,0.20835919002093997,1.9706440434489674,11.25,75
0.18790912628173828,0.21654945251528562,1.965662998642959,11.25,75
0.19206762313842773,0.22475491999093056,1.969312194154782,11.25,75
0.19621944427490234,0.23297920884877166,1.973829325881867,11.25,75
0.20274901390075684,0.24120690150741286,1.9746462380738914,11.25,75
0.20449566841125488,0.2494220783336029,1.9716424382856061,11.25,75
0.20882034301757812,0.25762888189429994,1.9696328545672885,11.25,75
0.21288323402404785,0.2658642516834552,1.9764887493972496,11.25,75
0.2195448875427246,0.274111869676672,1.979428318372036,11.25,75
0.22114968299865723,0.2823578437511236,1.9790337778683889,11.25,75
0.22535443305969238,0.2905848712814792,1.9744866072853475,11.25,75
0.22956347465515137,0.2988272067146183,1.9781605039533912,11.25,75
0.23614001274108887,0.307090860264171,1.9832768518926378,11.25,75
0.2378244400024414,0.31535879354692076,1.984303987859944,11.25,75
0.24208474159240723,0.3236154843644331,1.981605796202959,11.25,75
0.2461991310119629,0.3318739818852868,1.982039405004879,11.25,75
0.25342345237731934,0.34016169589202694,1.9890513616176426,11.25,75
0.2544567584991455,0.3484607462318583,1.9917720815595217,11.25,75
0.25880932807922363,0.3567554651818118,1.9907325479888296,11.25,75
0.26277780532836914,0.36504326592532005,1.9890721784419811,11.25,75
0.27049779891967773,0.37334759761242736,1.993039604905753,11.25,75
0.27117013931274414,0.38167119388380066,1.997663105129591,11.25,75
0.27535080909729004,0.38999531164030765,1.9977882615616742,11.25,75
0.27949023246765137,0.39830079294761256,1.9933155137531768,11.25,75
0.28711628913879395,0.40662784881583475,1.99849340837332,11.25,75
0.2878682613372803,0.4149807438225243,2.0046948016055013,11.25,75
0.29204845428466797,0.42334498485048744,2.007417846711156,11.25,75
0.2972524166107178,0.43169595522548343,2.004232889999044,11.25,75
0.30348706245422363,0.44005854178354536,2.0070207739348698,11.25,75
0.3045346736907959,0.4484500269525075,2.0139564405509134,11.25,75
0.3087325096130371,0.45685488970930366,2.0171670616310737,11.25,75
0.3128843307495117,0.46524767866279915,2.0142693488389227,11.25,75
0.3200662136077881,0.4736397886366638,2.014106393727508,11.25,75
0.32118749618530273,0.4820629228685723,2.0215522156580414,11.25,75
0.325275182723999,0.49049590585750324,2.0239159173434293,11.25,75
0.3295109272003174,0.49891908141651975,2.0215621341639616,11.25,75
0.33719968795776367,0.5073372572208765,2.0203621930456275,11.25,75
0.3378276824951172,0.5157882563330349,2.0282397869180064,11.25,75
0.34202075004577637,0.524250485254615,2.03093494117922,11.25,75
0.34612178802490234,0.5327017484071209,2.0283031566014054,11.25,75
0.35381174087524414,0.5411429909744062,2.02589821614847,11.25,75
0.3545255661010742,0.549618435107382,2.0341065919141723,11.25,75
0.3586902618408203,0.5581053800591927,2.0368667884346014,11.25,75
